"slug","profile_url","trading_name","legal_name","company_code","city","street_address","postcode","region_label","website","public_phone","contact_route_status","categories","public_source_urls","verification_date"
"madamedi","https://www.baldininkai.org/gamintojas/madamedi/","Madamedi","MB Madamedi","305874227","Kaunas","Margavos g. 34, Kaunas","","Kaunas ir šiaurės Lietuva","https://www.info.lt/rubrika/Bald%C5%B3-gamyba/100419717/Kaunas","+370 649 91239","public_phone_and_contact_url","Kiti nestandartiniai baldai","https://www.info.lt/rubrika/Bald%C5%B3-gamyba/100419717/Kaunas | https://rekvizitai.vz.lt/en/company/madamedi/","2026-07-28"
"deivio-baldai","https://www.baldininkai.org/gamintojas/deivio-baldai/","Deivio baldai","MB Deivio baldai","305988857","Kaunas","Tvirtovės al. 83-8, Kaunas","LT-50154","Kaunas ir šiaurės Lietuva","https://www.info.lt/rubrika/Bald%C5%B3-gamyba/100419717/Kaunas","+370 656 95147","public_phone_and_contact_url","Kiti nestandartiniai baldai","https://www.info.lt/rubrika/Bald%C5%B3-gamyba/100419717/Kaunas | https://rekvizitai.vz.lt/en/company/deivio_baldai/","2026-07-28"
"esme-furniture","https://www.baldininkai.org/gamintojas/esme-furniture/","Esme furniture","UAB Esme furniture","306083568","Kaunas","Parodos g. 20-1, Kaunas","LT-44215","Kaunas ir šiaurės Lietuva","https://www.info.lt/rubrika/Bald%C5%B3-gamyba/100419717/Kaunas","+370 683 98769","public_phone_and_contact_url","Kiti nestandartiniai baldai","https://www.info.lt/rubrika/Bald%C5%B3-gamyba/100419717/Kaunas | https://rekvizitai.vz.lt/en/company/esme_furniture/","2026-07-28"
"solid-furniture","https://www.baldininkai.org/gamintojas/solid-furniture/","Solid Furniture","MB Solid Furniture","306558634","Narsiečiai","Povilo Revento g. 17, Narsiečių k., Kauno r.","LT-53304","Kaunas ir šiaurės Lietuva","https://www.info.lt/rubrika/Bald%C5%B3-gamyba/100419717/Kaunas","+370 655 91551","public_phone_and_contact_url","Kiti nestandartiniai baldai","https://www.info.lt/rubrika/Bald%C5%B3-gamyba/100419717/Kaunas | https://rekvizitai.vz.lt/en/company/solid_furniture/","2026-07-28"
"decus-furniture","https://www.baldininkai.org/gamintojas/decus-furniture/","Decus furniture","MB Decus furniture","306999340","Domeikava","Laisvės al. 85E-5, Kaunas","LT-44297","Kaunas ir šiaurės Lietuva","https://www.info.lt/rubrika/Bald%C5%B3-gamyba/100419717/Kaunas","+370 669 53410","public_phone_and_contact_url","Kiti nestandartiniai baldai","https://www.info.lt/rubrika/Bald%C5%B3-gamyba/100419717/Kaunas | https://rekvizitai.vz.lt/en/company/decus_furniture/","2026-07-28"
"baldu-tema","https://www.baldininkai.org/gamintojas/baldu-tema/","Baldų tema","MB Baldų tema","307084203","Kaunas","Laisvės al. 110, Kaunas","LT-44253","Kaunas ir šiaurės Lietuva","https://www.info.lt/rubrika/Bald%C5%B3-gamyba/100419717/Kaunas","+370 666 80001","public_phone_and_contact_url","Kiti nestandartiniai baldai","https://www.info.lt/rubrika/Bald%C5%B3-gamyba/100419717/Kaunas | https://rekvizitai.vz.lt/en/company/baldu_tema/","2026-07-28"
"aretida","https://www.baldininkai.org/gamintojas/aretida/","Aretida","UAB Aretida","145292688","Šiauliai","Metalistų g. 5, Šiauliai","LT-78120","Klaipėda, Panevėžys, vakarų ir vidurio Lietuva","https://www.info.lt/rubrika/Bald%C5%B3-gamyba/100419717/%C5%A0iauliai","+370 614 59780","public_phone_and_contact_url","Kiti nestandartiniai baldai","https://www.info.lt/rubrika/Bald%C5%B3-gamyba/100419717/%C5%A0iauliai | https://rekvizitai.vz.lt/en/company/aretida/","2026-07-28"
"domo-verslas","https://www.baldininkai.org/gamintojas/domo-verslas/","Domo verslas","UAB Domo verslas","302427986","Šiauliai","Verdulių g. 40, Šiauliai","LT-78111","Klaipėda, Panevėžys, vakarų ir vidurio Lietuva","https://www.info.lt/rubrika/Bald%C5%B3-gamyba/100419717/%C5%A0iauliai","+370 631 59040","public_phone_and_contact_url","Kiti nestandartiniai baldai","https://www.info.lt/rubrika/Bald%C5%B3-gamyba/100419717/%C5%A0iauliai | https://rekvizitai.vz.lt/en/company/uab_domo_verslas/","2026-07-28"
"baldingas","https://www.baldininkai.org/gamintojas/baldingas/","Baldingas","UAB Baldingas","300573914","Pakapė","Tytuvėnų g. 1A, Pakapės k., Šiaulių r.","LT-80146","Klaipėda, Panevėžys, vakarų ir vidurio Lietuva","https://www.info.lt/rubrika/Bald%C5%B3-gamyba/100419717/%C5%A0iauliai","+370 682 28589","public_phone_and_contact_url","Kiti nestandartiniai baldai","https://www.info.lt/rubrika/Bald%C5%B3-gamyba/100419717/%C5%A0iauliai | https://rekvizitai.vz.lt/en/company/baldingas/","2026-07-28"
"nv-cnc-projektai","https://www.baldininkai.org/gamintojas/nv-cnc-projektai/","NV CNC Projektai","UAB NV CNC Projektai","305438169","Šiauliai","Vileikių k. 9, Vileikių k., Šiaulių r.","","Klaipėda, Panevėžys, vakarų ir vidurio Lietuva","https://www.info.lt/rubrika/Bald%C5%B3-gamyba/100419717/%C5%A0iauliai","+370 684 77062","public_phone_and_contact_url","Kiti nestandartiniai baldai","https://www.info.lt/rubrika/Bald%C5%B3-gamyba/100419717/%C5%A0iauliai | https://rekvizitai.vz.lt/en/company/nv_cnc_projektai/","2026-07-28"
"solidus-furniture","https://www.baldininkai.org/gamintojas/solidus-furniture/","Solidus furniture","UAB Solidus furniture","305556139","Ginkūnai","Rasos g. 23J, Ginkūnų k., Šiaulių r.","","Klaipėda, Panevėžys, vakarų ir vidurio Lietuva","https://www.info.lt/rubrika/Bald%C5%B3-gamyba/100419717/%C5%A0iauliai","+370 603 02526","public_phone_and_contact_url","Kiti nestandartiniai baldai","https://www.info.lt/rubrika/Bald%C5%B3-gamyba/100419717/%C5%A0iauliai | https://rekvizitai.vz.lt/en/company/solidus_furniture/","2026-07-28"
"baldai-saldziam-miegui","https://www.baldininkai.org/gamintojas/baldai-saldziam-miegui/","Baldai saldžiam miegui","UAB Baldai saldžiam miegui","305592605","Šiauliai","Aido g. 13-7, Šiauliai","LT-78291","Klaipėda, Panevėžys, vakarų ir vidurio Lietuva","https://www.info.lt/rubrika/Bald%C5%B3-gamyba/100419717/%C5%A0iauliai","","public_contact_url","Kiti nestandartiniai baldai","https://www.info.lt/rubrika/Bald%C5%B3-gamyba/100419717/%C5%A0iauliai | https://rekvizitai.vz.lt/en/company/baldai_saldziam_miegui/","2026-07-28"
"remigijaus-baldai","https://www.baldininkai.org/gamintojas/remigijaus-baldai/","Remigijaus baldai","Remigijaus baldai","2444496","Šiauliai","","","Klaipėda, Panevėžys, vakarų ir vidurio Lietuva","https://www.info.lt/rubrika/Bald%C5%B3-gamyba/100419717/%C5%A0iauliai","","public_contact_url","Kiti nestandartiniai baldai","https://www.info.lt/rubrika/Bald%C5%B3-gamyba/100419717/%C5%A0iauliai | https://www.remigijaus-baldai.lt/","2026-07-28"
"baldini","https://www.baldininkai.org/gamintojas/baldini/","Baldini","MB Baldini","305894849","Šiauliai","Pramonės g. 77, Šiauliai","","Klaipėda, Panevėžys, vakarų ir vidurio Lietuva","https://www.info.lt/rubrika/Bald%C5%B3-gamyba/100419717/%C5%A0iauliai","+370 685 38277","public_phone_and_contact_url","Kiti nestandartiniai baldai","https://www.info.lt/rubrika/Bald%C5%B3-gamyba/100419717/%C5%A0iauliai | https://rekvizitai.vz.lt/en/company/baldini/","2026-07-28"
"minkstas-ir-minkstesnis","https://www.baldininkai.org/gamintojas/minkstas-ir-minkstesnis/","Minkštas ir minkštesnis","MB Minkštas ir minkštesnis","306161860","Voveriškiai","Ryto g. 7, Voveriškių k., Šiaulių r.","LT-77194","Klaipėda, Panevėžys, vakarų ir vidurio Lietuva","https://www.info.lt/rubrika/Bald%C5%B3-gamyba/100419717/%C5%A0iauliai","+370 609 01080","public_phone_and_contact_url","Kiti nestandartiniai baldai","https://www.info.lt/rubrika/Bald%C5%B3-gamyba/100419717/%C5%A0iauliai | https://rekvizitai.vz.lt/en/company/minkstas_ir_minkstesnis/","2026-07-28"
"almyros-baldai","https://www.baldininkai.org/gamintojas/almyros-baldai/","Almyros baldai","A. Pakarnio įmonė Almyros baldai","145073477","Šiauliai","Dainų g. 46A","LT-78284","Klaipėda, Panevėžys, vakarų ir vidurio Lietuva","https://www.info.lt/rubrika/Bald%C5%B3-gamyba/100419717/%C5%A0iauliai","","public_contact_url","Kiti nestandartiniai baldai","https://www.info.lt/rubrika/Bald%C5%B3-gamyba/100419717/%C5%A0iauliai | https://get.data.gov.lt/datasets/gov/rc/jar/iregistruoti/JuridinisAsmuo | https://rekvizitai.vz.lt/en/company/a_pakarnio_ii/","2026-07-28"
"baldinta","https://www.baldininkai.org/gamintojas/baldinta/","Baldinta","MB Baldinta","306047230","Raudėnai","Pirties g. 1, Raudėnų k., Šiaulių r.","","Klaipėda, Panevėžys, vakarų ir vidurio Lietuva","https://www.info.lt/rubrika/Bald%C5%B3-gamyba/100419717/%C5%A0iauliai","+370 616 58816","public_phone_and_contact_url","Kiti nestandartiniai baldai","https://www.info.lt/rubrika/Bald%C5%B3-gamyba/100419717/%C5%A0iauliai | https://rekvizitai.vz.lt/en/company/baldinta/","2026-07-28"
"uab-fenolita-124264828","https://www.baldininkai.org/gamintojas/uab-fenolita-124264828/","Uždaroji akcinė bendrovė ""FENOLITA""","Uždaroji akcinė bendrovė ""FENOLITA""","124264828","Vilnius","Jono Puzino g. 21","LT-08300","Vilnius, rytų ir pietų Lietuva","","+37069820048","public_phone","Kiti nestandartiniai baldai","https://get.data.gov.lt/datasets/gov/lsd/cl/ja_asmenys/JuridinisAsmuo/1a197d41-7008-4e59-8881-28b9ef9ffc20 | https://get.data.gov.lt/datasets/gov/rc/ar/gyvenamojivietove/GyvenamojiVietove/2646f0bc-39a9-4770-88bd-0a53b1c9b9bf | https://rekvizitai.vz.lt/en/company/fenolita/","2026-07-28"
"diansa","https://www.baldininkai.org/gamintojas/diansa/","Diansa","UAB Diansa","305618459","Katinai","Naujakurių g. 2F, Katinų. k, Panevėžio r.","LT-38224","Klaipėda, Panevėžys, vakarų ir vidurio Lietuva","https://www.info.lt/rubrika/Bald%C5%B3-gamyba/100419717/Panev%C4%97%C5%BEys","+370 677 06425","public_phone_and_contact_url","Kiti nestandartiniai baldai","https://www.info.lt/rubrika/Bald%C5%B3-gamyba/100419717/Panev%C4%97%C5%BEys | https://rekvizitai.vz.lt/en/company/diansa/","2026-07-28"
"dominari","https://www.baldininkai.org/gamintojas/dominari/","Dominari","UAB Dominari","302559856","Šilagalys","Panevėžio aplinkl. 13, Šilagalio k., Panevėžio r.","LT-36258","Klaipėda, Panevėžys, vakarų ir vidurio Lietuva","https://www.info.lt/rubrika/Bald%C5%B3-gamyba/100419717/Panev%C4%97%C5%BEys","+370 45 454014","public_phone_and_contact_url","Kiti nestandartiniai baldai","https://www.info.lt/rubrika/Bald%C5%B3-gamyba/100419717/Panev%C4%97%C5%BEys | https://rekvizitai.vz.lt/en/company/dominari/","2026-07-28"
"dominati","https://www.baldininkai.org/gamintojas/dominati/","Dominati","UAB Dominati","302097549","Panevėžys","J. Janonio g. 1, Panevėžys","","Klaipėda, Panevėžys, vakarų ir vidurio Lietuva","https://www.info.lt/rubrika/Bald%C5%B3-gamyba/100419717/Panev%C4%97%C5%BEys","+370 616 88886","public_phone_and_contact_url","Kiti nestandartiniai baldai","https://www.info.lt/rubrika/Bald%C5%B3-gamyba/100419717/Panev%C4%97%C5%BEys | https://rekvizitai.vz.lt/en/company/baltic_metalglass/","2026-07-28"
"nordo-home","https://www.baldininkai.org/gamintojas/nordo-home/","Nordo home","MB Nordo home","306393798","Berniūnai","Jaunimo g. 11, Berniūnų k., Panevėžio r.","LT-38365","Klaipėda, Panevėžys, vakarų ir vidurio Lietuva","https://www.info.lt/rubrika/Bald%C5%B3-gamyba/100419717/Panev%C4%97%C5%BEys","","public_contact_url","Kiti nestandartiniai baldai","https://www.info.lt/rubrika/Bald%C5%B3-gamyba/100419717/Panev%C4%97%C5%BEys | https://rekvizitai.vz.lt/en/company/ed_baldai/","2026-07-28"
"baldaiidea","https://www.baldininkai.org/gamintojas/baldaiidea/","Baldaiidea","MB Baldaiidea","306155793","Panevėžys","Algirdo g. 23-60, Panevėžys","","Klaipėda, Panevėžys, vakarų ir vidurio Lietuva","https://www.info.lt/rubrika/Bald%C5%B3-gamyba/100419717/Panev%C4%97%C5%BEys","+370 601 84981","public_phone_and_contact_url","Kiti nestandartiniai baldai","https://www.info.lt/rubrika/Bald%C5%B3-gamyba/100419717/Panev%C4%97%C5%BEys | https://rekvizitai.vz.lt/en/company/baldaiidea/","2026-07-28"
"jamuraj","https://www.baldininkai.org/gamintojas/jamuraj/","Jamuraj","MB Jamuraj","306411876","Piniava","Sodžiaus g. 32, Piniavos k., Panevėžio r.","LT-38416","Klaipėda, Panevėžys, vakarų ir vidurio Lietuva","https://www.info.lt/rubrika/Bald%C5%B3-gamyba/100419717/Panev%C4%97%C5%BEys","+370 683 50637","public_phone_and_contact_url","Kiti nestandartiniai baldai","https://www.info.lt/rubrika/Bald%C5%B3-gamyba/100419717/Panev%C4%97%C5%BEys | https://rekvizitai.vz.lt/en/company/jamuraj/","2026-07-28"
"kaip-pas-teti","https://www.baldininkai.org/gamintojas/kaip-pas-teti/","Kaip pas tėtį","MB Kaip pas tėtį","306619208","Ramygala","Kaštonų g. 4-5, Ramygala, Panevėžio r.","LT-38264","Klaipėda, Panevėžys, vakarų ir vidurio Lietuva","https://www.info.lt/rubrika/Bald%C5%B3-gamyba/100419717/Panev%C4%97%C5%BEys","+370 690 27671","public_phone_and_contact_url","Kiti nestandartiniai baldai","https://www.info.lt/rubrika/Bald%C5%B3-gamyba/100419717/Panev%C4%97%C5%BEys | https://rekvizitai.vz.lt/en/company/kaip_pas_teti/","2026-07-28"
"gmdg","https://www.baldininkai.org/gamintojas/gmdg/","Gmdg","V. Grinienės IĮ Gmdg","148507797","Panevėžys","Vilniaus g. 3-3, Panevėžys","LT-35199","Klaipėda, Panevėžys, vakarų ir vidurio Lietuva","https://www.info.lt/rubrika/Bald%C5%B3-gamyba/100419717/Panev%C4%97%C5%BEys","+370 676 38470","public_phone_and_contact_url","Kiti nestandartiniai baldai","https://www.info.lt/rubrika/Bald%C5%B3-gamyba/100419717/Panev%C4%97%C5%BEys | https://get.data.gov.lt/datasets/gov/rc/jar/iregistruoti/JuridinisAsmuo | https://rekvizitai.vz.lt/en/company/gmdg_v_grinienes_ii/","2026-07-28"
"ironix","https://www.baldininkai.org/gamintojas/ironix/","Ironix","MB Ironix","307158244","Kerava","Ąžuolų g. 16, Keravos k., Panevėžio r.","LT-38131","Klaipėda, Panevėžys, vakarų ir vidurio Lietuva","https://www.info.lt/rubrika/Bald%C5%B3-gamyba/100419717/Panev%C4%97%C5%BEys","+370 652 66276","public_phone_and_contact_url","Kiti nestandartiniai baldai","https://www.info.lt/rubrika/Bald%C5%B3-gamyba/100419717/Panev%C4%97%C5%BEys | https://rekvizitai.vz.lt/en/company/ironix/","2026-07-28"
"nemuno-sistemos","https://www.baldininkai.org/gamintojas/nemuno-sistemos/","Nemuno sistemos","MB Nemuno sistemos","306997955","Panevėžys","Vilniaus g. 27A, Panevėžys","LT-36100","Klaipėda, Panevėžys, vakarų ir vidurio Lietuva","https://www.info.lt/rubrika/Bald%C5%B3-gamyba/100419717/Panev%C4%97%C5%BEys","+370 603 51931","public_phone_and_contact_url","Kiti nestandartiniai baldai","https://www.info.lt/rubrika/Bald%C5%B3-gamyba/100419717/Panev%C4%97%C5%BEys | https://rekvizitai.vz.lt/en/company/nemuno_sistemos/","2026-07-28"
"stone-studio","https://www.baldininkai.org/gamintojas/stone-studio/","Stone studio","UAB Stone studio","306650100","Panevėžys","Liepų al. 3-37, Panevėžys","LT-35139","Klaipėda, Panevėžys, vakarų ir vidurio Lietuva","https://www.info.lt/rubrika/Bald%C5%B3-gamyba/100419717/Panev%C4%97%C5%BEys","+370 637 58909","public_phone_and_contact_url","Kiti nestandartiniai baldai","https://www.info.lt/rubrika/Bald%C5%B3-gamyba/100419717/Panev%C4%97%C5%BEys | https://rekvizitai.vz.lt/en/company/stone_studio/","2026-07-28"
"s-monta","https://www.baldininkai.org/gamintojas/s-monta/","S-monta","MB S-monta","307341039","Alytus","V. Nagevičiaus g. 3, Vilnius","LT-08237","Vilnius, rytų ir pietų Lietuva","https://www.info.lt/rubrika/Bald%C5%B3-gamyba/100419717/Alytus","+370 698 12153","public_phone_and_contact_url","Kiti nestandartiniai baldai","https://www.info.lt/rubrika/Bald%C5%B3-gamyba/100419717/Alytus | https://rekvizitai.vz.lt/en/company/s_monta/","2026-07-28"
"alantas-baldu-salonas","https://www.baldininkai.org/gamintojas/alantas-baldu-salonas/","Alantas, baldų salonas","Alantas, baldų salonas, UAB","","Kaunas","","","Kaunas ir šiaurės Lietuva","","","no_public_contact_route","Kiti baldai","https://rekvizitai.vz.lt/en/company/alantas_baldu_salonas/ | https://get.data.gov.lt/datasets/gov/rc/jar/iregistruoti/JuridinisAsmuo","2026-08-04"
"valdrena","https://www.baldininkai.org/gamintojas/valdrena/","Valdrena","Valdrena, MB","306260303","Klaipėda","","","Klaipėda, Panevėžys, vakarų ir centrinė Lietuva","","+37067964660","public_phone","Kiti baldai","https://rekvizitai.vz.lt/en/company/valdrena/ | https://get.data.gov.lt/datasets/gov/rc/jar/iregistruoti/JuridinisAsmuo/8eff10dd-f2f7-44cd-886c-c8a8e9daa888","2026-08-04"
"dronga-medienos-meistrai","https://www.baldininkai.org/gamintojas/dronga-medienos-meistrai/","Dronga, medienos meistrai","","","Klaipėda","","","Klaipėda, Panevėžys, vakarų ir centrinė Lietuva","","","no_public_contact_route","Kiti baldai","https://rekvizitai.vz.lt/en/company/dronga_medienos_meistrai/ | https://get.data.gov.lt/datasets/gov/rc/jar/iregistruoti/JuridinisAsmuo","2026-08-04"
"romanta","https://www.baldininkai.org/gamintojas/romanta/","Romanta","Romanta, MB","","Klaipėda","","","Klaipėda, Panevėžys, vakarų ir centrinė Lietuva","","","no_public_contact_route","Kiti baldai","https://rekvizitai.vz.lt/en/company/romanta/ | https://get.data.gov.lt/datasets/gov/rc/jar/iregistruoti/JuridinisAsmuo","2026-08-04"
"laumes-baldu-gamyba","https://www.baldininkai.org/gamintojas/laumes-baldu-gamyba/","Laumės baldų gamyba","Laumės baldų gamyba, UAB","","Klaipėda","","","Klaipėda, Panevėžys, vakarų ir centrinė Lietuva","","","no_public_contact_route","Kiti baldai","https://rekvizitai.vz.lt/en/company/laumes_baldu_gamyba/ | https://get.data.gov.lt/datasets/gov/rc/jar/iregistruoti/JuridinisAsmuo","2026-08-04"
"baldijos-projektai","https://www.baldininkai.org/gamintojas/baldijos-projektai/","Baldijos projektai","Baldijos projektai, UAB","304903252","Klaipėda","","","Klaipėda, Panevėžys, vakarų ir centrinė Lietuva","","+37068877340","public_phone","Kiti baldai","https://rekvizitai.vz.lt/en/company/baldijos_projektai/ | https://get.data.gov.lt/datasets/gov/rc/jar/iregistruoti/JuridinisAsmuo/90f0f5e9-bc7d-4a0e-a953-646d9af28c3f","2026-08-04"
"anp-inovaciniai-sprendimai","https://www.baldininkai.org/gamintojas/anp-inovaciniai-sprendimai/","ANP inovaciniai sprendimai","ANP inovaciniai sprendimai, UAB","305604331","Klaipėda","","","Klaipėda, Panevėžys, vakarų ir centrinė Lietuva","","+37067347777","public_phone","Kiti baldai","https://rekvizitai.vz.lt/en/company/anp_inovaciniai_sprendimai/ | https://get.data.gov.lt/datasets/gov/rc/jar/iregistruoti/JuridinisAsmuo/34fda8d2-3fc6-488e-9bda-21b67be09b8f","2026-08-04"
"pajurio-baldai","https://www.baldininkai.org/gamintojas/pajurio-baldai/","Pajūrio baldai","Pajūrio baldai, UAB","","Klaipėda","","","Klaipėda, Panevėžys, vakarų ir centrinė Lietuva","","","no_public_contact_route","Kiti baldai","https://rekvizitai.vz.lt/en/company/pajurio_baldai/ | https://get.data.gov.lt/datasets/gov/rc/jar/iregistruoti/JuridinisAsmuo","2026-08-04"
"klaipedos-baldai","https://www.baldininkai.org/gamintojas/klaipedos-baldai/","Klaipėdos baldai","Klaipėdos baldai, UAB","140656052","Klaipėda","","","Klaipėda, Panevėžys, vakarų ir centrinė Lietuva","","+37069450451","public_phone","Kiti baldai","https://rekvizitai.vz.lt/en/company/klaipedos_baldai/ | https://get.data.gov.lt/datasets/gov/rc/jar/iregistruoti/JuridinisAsmuo","2026-08-04"
"minijos-baldai","https://www.baldininkai.org/gamintojas/minijos-baldai/","Minijos baldai","Minijos baldai, UAB","140258454","Klaipėda","","","Klaipėda, Panevėžys, vakarų ir centrinė Lietuva","","","no_public_contact_route","Kiti baldai","https://rekvizitai.vz.lt/en/company/minijos_baldai/ | https://get.data.gov.lt/datasets/gov/rc/jar/iregistruoti/JuridinisAsmuo","2026-08-04"
"sakuona","https://www.baldininkai.org/gamintojas/sakuona/","Sakuona","Sakuona, UAB","163314524","Klaipėda","","","Klaipėda, Panevėžys, vakarų ir centrinė Lietuva","","+37046440241","public_phone","Kiti baldai","https://rekvizitai.vz.lt/en/company/sakuona/ | https://get.data.gov.lt/datasets/gov/rc/jar/iregistruoti/JuridinisAsmuo","2026-08-04"
